bit_length,total_bits,random_multiplier,lhs1_projection_ell,rhs_projection_ell
96,231,61862540674059035606140836650,107379159577357621514523306333624869474395400360163120455055075761122060706960,40357137418095553348994206117846832376310350002140840726339838373845656371767
97,232,121617279622372472005316387170,64740232384988970207159900398696967388706624924845475726348705421980003665940,4020010580929728217116578398912820544450599425420502481174846507895085383743
93,228,6834123782779984592691037852,53974799108211853559639163153063584660750309878865337433304609345986988148820,66735721880402385211648378741557713840594470514028453521418837460412213791442
94,229,10502277403188656692938694280,67014549444059116941985842583589238456160073538111495871128597112207123664708,98741997446614941036141860084823972982742710745069569621221869024098662315815
95,230,21093292264070425150911262006,57312012256460327089155760239769064120788021383566683831505569156695997729714,47687863199095826666039678506429329790432447141245390740399477229381407874665
96,231,69887846419560043912418359767,74369577110816482563054420469202575123636331373224206319534784569868706500844,23981519469683035160165821579199572995786574572816110742358779995740568202104
97,232,117264196944923299158924470497,105748869057186798624773436577352874975368244415235153595512814137273763193258,2254110166214305173850392733587448711927830556664727049858117125812102901037
93,228,8528896621982207180482648529,83647411025776350920936187254208644447312018322866906163936144133348917655475,52361051926277524379951400171406530562629593203526422234899882222873312255962
94,229,18726098801269443803103448003,101734048690538340311519273921086915566979199055965599998862683812406658057333,53416144073151150649233209496093472381349138847060286954185274027681890835604
95,230,33961536656666062032229846424,52935052429819994013662050529901837842659825304473617436102761474379329458064,106183851136573597608046269958014823873482523998677456845272488275208141659330
96,231,74061566039190253910640833032,1315701160239365266980336798353128019472854441000244619548767073632252215,90366004582708404393911001337525796365342363646815409912136988669721451975679
97,232,92196863566320154716590916831,71670897239858809015384372667131675575378942481418965334147441343417990358900,53064627091239339327546995191935485768738433213388826796654473881645073161140
93,228,9859556101677175363174153155,20179622726856682985524413857565400558941934621971024687208101242860229615975,26805489002323864214137599931916638301060834810417780256311152937392780903826
94,229,13121736484404624888108605683,98939914782084442102361585488865622225415716727719113201149301340294295710013,10789642352149424234791802587067216051798496724825332758095491234485393087122
95,230,35091776583505916948880789598,5329975880642698482076202274598516517271892997574754750096727203065647852198,80239516270332112534533705522719738326467079901058818186525920541183223754151
96,231,51838271038867822050949219210,89229607270916853225598216381504124462022281449457315987106814052575415857938,105074670988318194429643324692565291327406040529503476515298743077967104804655
97,232,98287871284353188006386184162,95723016276581757208767443229548433107836444528374371020170664714985821007983,87044046841097204046371113658235696454636217470987645135994986764346958549407
93,228,9554753415730347326300553666,26337258446450310966303888479200969856202998232528305119957787638759181253995,64655510874967337122472106547323822973540721508784576806198370477622206258096
94,229,12222349829747714932117815117,21488538498290389257870063451775307888288920505246079330813134405073030198053,74255063444659516230726173837333136099959505303999740643101230518383517169208
95,230,25771431005503092401917486394,73354290961306077458876649307171949412132746567066044885658647409017582156179,57095078787410087694323966969639546354156771745950636350556985890312412992418
96,231,60021263750049512359113087199,70879138698811450742994329180131490449023598433661235335176081274902253310690,67864219987570850586405459106174353861158733570738050447167545573975253714377
97,232,143047957467425262466571470430,113437158074497049273315081134226857467023755362938057021172077514880336524862,72215440393872301620165044784691515760461103745407883796691299954245481139125
93,228,8377466926885718936483475674,102862696703090670532142120117602716407001967886604104385349943761997643653175,112413229920431790544285593242589655167144719393584865670126893073347688120944
94,229,12068907760888154966215304766,80106472349953390987857345917248743092016204188789254674773663757315361692198,37208251089191284999080026233349086223482883711255705222162245277227324345136
95,230,20283721201876386372764041516,102847788405004362451651314138442056449661777545442697538130310621256432394183,45741449624823959414958860163909393322998960688553152223175956982917046414105
96,231,71521289901053007738462684364,115281255302681156099598740102306748350328109441302724860413076980622078986834,63382550239027738578155824248001851470276075100427900857868183212300252598800
97,232,128005909662390875131182690225,70760391328213001157317751525728947009215121043822598606299426506575240393905,87040026784810782638022433768740392989651593954540046017045033012397078711710
93,228,5386396191140618976010609040,485462165450679822762706402603856460720156091461872101034108389628585563428,37022894604358616652571803905387413463948191096478795242546634263730617505001
94,229,12118706642927547464190280412,77446377627209521126077109393444951144123390604993054412192067761355100665798,73147302255686659255666458212528801259752366313461280242865536298981842201604
95,230,38335437026325508102686630249,102412640946271643392304895184535955819809815455440804676907416337343066090814,103804773452798706683624564759635275997675314423579131486851706401560158681956
96,231,49660932702354963934821056823,92168479888960574517529919458897672594539198738207517464068795004086396662507,47304922814195723128357057499795760297073043993379339850389780207502986936089
97,232,82310804731512192754916739927,78117167725909042410240461425459747722623701393577889451122616373782509107969,91444890939242299155779977242832516396414997292907522330847591034081175133002
